0.05,0.000766409146341
0.1,0.000766242195122
0.15,0.000765965731707
0.2,0.000765582439024
0.25,0.000765096097561
0.3,0.000764511341463
0.35,0.000763833902439
0.4,0.000763070243902
0.45,0.000762227682927
0.5,0.000761314268293
0.55,0.000760338536585
0.6,0.000759309878049
0.65,0.000758237560976
0.7,0.000757131829268
0.75,0.000756002560976
0.8,0.000754860243902
0.85,0.000753715121951
0.9,0.000752577439024
0.95,0.000751457195122
1,0.000750364390244
1.05,0.000749308414634
1.1,0.000748298414634
1.15,0.000747342804878
1.2,0.000746449878049
1.25,0.000745626829268
1.3,0.000744880365854
1.35,0.000744216585366
1.4,0.000743640487805
1.45,0.000743156707317
1.5,0.000742768536585
1.55,0.000742478658537
1.6,0.000742288780488
1.65,0.000742199634146
1.7,0.000742211219512
1.75,0.000742322439024
1.8,0.000742531341463
1.85,0.000742835121951
1.9,0.000743229878049
1.95,0.000743711341463
2,0.000744274268293
2.05,0.000744912439024
2.1,0.000745619512195
2.15,0.000746388170732
2.2,0.000747210853659
2.25,0.000748079634146
2.3,0.000748986219512
2.35,0.000749922195122
2.4,0.000750879146341
2.45,0.000751848658537
2.5,0.000752822560976
2.55,0.00075379304878
2.6,0.000754752560976
2.65,0.000755694268293
2.7,0.000756611585366
2.75,0.00075749902439
2.8,0.000758351707317
2.85,0.000759165365854
2.9,0.00075993695122
2.95,0.000760664146341
3,0.000761345487805
3.05,0.000761980365854
3.1,0.000762569146341
3.15,0.00076311304878
3.2,0.00076361402439
3.25,0.000764074390244
3.3,0.000764497560976
3.35,0.00076488695122
3.4,0.000765246585366
3.45,0.000765580731707
3.5,0.000765893292683
3.55,0.000766188536585
3.6,0.000766470365854
3.65,0.00076674195122
3.7,0.000767006463415
3.75,0.000767265731707
3.8,0.00076752097561
3.85,0.000767772560976
3.9,0.000768019390244
3.95,0.00076825902439
4,0.00076848804878
4.05,0.000768700853659
4.1,0.00076889097561
4.15,0.000769049634146
4.2,0.000769166829268
4.25,0.000769230365854
4.3,0.000769226829268
4.35,0.000769140731707
4.4,0.000768954756098
4.45,0.000768650243902
4.5,0.00076820695122
4.55,0.00076760304878
4.6,0.000766815487805
4.65,0.000765819756098
4.7,0.000764590609756
4.75,0.00076310195122
4.8,0.00076132695122
4.85,0.000759238292683
4.9,0.000756808658537
4.95,0.000754010609756
5,0.000750817317073
5.05,0.000747202195122
5.1,0.000743139878049
5.15,0.000738605853659
5.2,0.000733577317073
5.25,0.00072803304878
5.3,0.000721953902439
5.35,0.000715322926829
5.4,0.000708125853659
5.45,0.000700350853659
5.5,0.000691989634146
5.55,0.000683036463415
5.6,0.000673489268293
5.65,0.000663349634146
5.7,0.000652622439024
5.75,0.000641316341463
5.8,0.000629443780488
5.85,0.000617020853659
5.9,0.000604067560976
5.95,0.000590607073171
6,0.000576666341463
6.05,0.000562275731707
6.1,0.000547468414634
6.15,0.00053228097561
6.2,0.000516752073171
6.25,0.000500923170732
6.3,0.000484837439024
6.35,0.00046854
6.4,0.000452077073171
6.45,0.00043549597561
6.5,0.000418844512195
6.55,0.000402170487805
6.6,0.000385521707317
6.65,0.000368945243902
6.7,0.000352487073171
6.75,0.000336192073171
6.8,0.00032010304878
6.85,0.000304261097561
6.9,0.000288704878049
6.95,0.000273470487805
7,0.000258591219512
7.05,0.000244097439024
7.1,0.000230016463415
7.15,0.000216372195122
7.2,0.000203185365854
7.25,0.000190473536585
7.3,0.000178250609756
7.35,0.000166527439024
7.4,0.000155311585366
7.45,0.000144607682927
7.5,0.000134417073171
7.55,0.000124738658537
7.6,0.000115568439024
7.65,0.000106900121951
7.7,9.87251219512195E-05
7.75,9.10328658536585E-05
7.8,8.3811012195122E-05
7.85,7.70456463414634E-05
7.9,7.07215365853659E-05
7.95,6.48223414634146E-05
8,5.93308292682927E-05
8.05,5.42291219512195E-05
8.1,4.94988292682927E-05
8.15,4.51212926829268E-05
8.2,4.10777195121951E-05
8.25,3.73493658536585E-05
8.3,3.39176463414634E-05
8.35,3.07643048780488E-05
8.4,2.7871487804878E-05
8.45,2.52218414634146E-05
8.5,2.27986097560976E-05
8.55,2.05856707317073E-05
8.6,1.85676219512195E-05
8.65,1.67297682926829E-05
8.7,1.50581951219512E-05
8.75,1.3539743902439E-05
8.8,1.21620390243902E-05
8.85,1.09134743902439E-05
8.9,9.78320243902439E-06
8.95,8.76111585365854E-06
9,7.83782317073171E-06
9.05,7.0046256097561E-06
9.1,6.25347926829268E-06
9.15,5.57697073170732E-06
9.2,4.96827682926829E-06
9.25,4.42113170731707E-06
9.3,3.92979024390244E-06
9.35,3.48899512195122E-06
9.4,3.09394268292683E-06
9.45,2.74024756097561E-06
9.5,2.42391097560976E-06
9.55,2.14129268292683E-06
9.6,1.88907926829268E-06
9.65,1.66426097560976E-06
9.7,1.4641012195122E-06
9.75,1.28611707317073E-06
9.8,1.12805743902439E-06
9.85,9.87880487804878E-07
9.9,8.63736829268293E-07
9.95,7.5395243902439E-07
10,6.57012682926829E-07
10.05,5.71548536585366E-07
10.1,4.96323292682927E-07
10.15,4.30220853658537E-07
10.2,3.72234878048781E-07
10.25,3.21459268292683E-07
10.3,2.77078414634146E-07
10.35,2.38359634146342E-07
10.4,2.04645487804878E-07
10.45,1.75346707317073E-07
10.5,1.49936097560976E-07
10.55,1.27943048780488E-07
10.6,1.0894737804878E-07
10.65,9.25755609756097E-08
10.7,7.84955853658537E-08
10.75,6.64131341463415E-08
10.8,5.60678170731707E-08
10.85,4.72298048780488E-08
10.9,3.96966463414634E-08
10.95,3.32904512195122E-08
